IpAddress;Test Number;Metric;Value
10.146.2.73;99;owJitterAvg.ds;0
10.146.2.73;100;owJitterAvg.ds;0
10.146.2.73;1;twRttMin;0
10.146.2.73;2;twRttMin;0
10.146.2.73;3;twRttMin;0
10.146.2.73;4;twRttMin;0
10.146.2.73;5;twRttMin;0
10.146.2.73;6;twRttMin;0
10.146.2.73;7;twRttMin;0
10.146.2.73;8;twRttMin;0
10.146.2.73;9;twRttMin;0
10.146.2.73;10;twRttMin;0
10.146.2.73;11;twRttMin;0
10.146.2.73;12;twRttMin;0
10.146.2.73;13;twRttMin;0
10.146.2.73;14;twRttMin;0
10.146.2.73;15;twRttMin;0
10.146.2.73;16;twRttMin;0
10.146.2.73;17;twRttMin;0
10.146.2.73;18;twRttMin;0
10.146.2.73;19;twRttMin;0
10.146.2.73;20;twRttMin;0
10.146.2.73;21;twRttMin;0
10.146.2.73;22;twRttMin;0
10.146.2.73;23;twRttMin;0
10.146.2.73;24;twRttMin;0
10.146.2.73;25;twRttMin;0
10.146.2.73;26;twRttMin;0
10.146.2.73;27;twRttMin;0
10.146.2.73;28;twRttMin;0
10.146.2.73;29;twRttMin;0
10.146.2.73;30;twRttMin;0
10.146.2.73;31;twRttMin;0
10.146.2.73;32;twRttMin;0
10.146.2.73;33;twRttMin;0
10.146.2.73;34;twRttMin;0
10.146.2.73;35;twRttMin;0
10.146.2.73;36;twRttMin;0
10.146.2.73;37;twRttMin;0
10.146.2.73;38;twRttMin;0
10.146.2.73;39;twRttMin;0
10.146.2.73;40;twRttMin;0
10.146.2.73;41;twRttMin;0
10.146.2.73;42;twRttMin;0
10.146.2.73;43;twRttMin;0
10.146.2.73;44;twRttMin;0
10.146.2.73;45;twRttMin;0
10.146.2.73;46;twRttMin;0
10.146.2.73;47;twRttMin;0
10.146.2.73;48;twRttMin;0
10.146.2.73;49;twRttMin;0
10.146.2.73;50;twRttMin;0
10.146.2.73;51;twRttMin;0
10.146.2.73;52;twRttMin;0
10.146.2.73;53;twRttMin;0
10.146.2.73;54;twRttMin;0
10.146.2.73;55;twRttMin;0
10.146.2.73;56;twRttMin;0
10.146.2.73;57;twRttMin;0
10.146.2.73;58;twRttMin;0
10.146.2.73;59;twRttMin;0
10.146.2.73;60;twRttMin;0
10.146.2.73;61;twRttMin;0
10.146.2.73;62;twRttMin;0
10.146.2.73;63;twRttMin;0
10.146.2.73;64;twRttMin;0
10.146.2.73;65;twRttMin;0
10.146.2.73;66;twRttMin;0
10.146.2.73;67;twRttMin;0
10.146.2.73;68;twRttMin;0
10.146.2.73;69;twRttMin;0
10.146.2.73;70;twRttMin;0
10.146.2.73;71;twRttMin;0
10.146.2.73;72;twRttMin;0
10.146.2.73;73;twRttMin;0
10.146.2.73;74;twRttMin;0
10.146.2.73;75;twRttMin;0
10.146.2.73;76;twRttMin;0
10.146.2.73;77;twRttMin;0
10.146.2.73;78;twRttMin;0
10.146.2.73;79;twRttMin;0
10.146.2.73;80;twRttMin;0
10.146.2.73;81;twRttMin;0
10.146.2.73;82;twRttMin;0
10.146.2.73;83;twRttMin;0
10.146.2.73;84;twRttMin;0
10.146.2.73;85;twRttMin;0
10.146.2.73;86;twRttMin;0
10.146.2.73;87;twRttMin;0
10.146.2.73;88;twRttMin;0
10.146.2.73;89;twRttMin;0
10.146.2.73;90;twRttMin;0
10.146.2.73;91;twRttMin;0
10.146.2.73;92;twRttMin;0
10.146.2.73;93;twRttMin;0
10.146.2.73;94;twRttMin;0
10.146.2.73;95;twRttMin;0
10.146.2.73;96;twRttMin;0
10.146.2.73;97;twRttMin;0
10.146.2.73;98;twRttMin;0
10.146.2.73;99;twRttMin;0
10.146.2.73;100;twRttMin;0
10.146.2.73;1;twRttMax;29
10.146.2.73;2;twRttMax;29
10.146.2.73;3;twRttMax;29
10.146.2.73;4;twRttMax;29
10.146.2.73;5;twRttMax;29
10.146.2.73;6;twRttMax;29
10.146.2.73;7;twRttMax;29
10.146.2.73;8;twRttMax;29
10.146.2.73;9;twRttMax;29
10.146.2.73;10;twRttMax;29
10.146.2.73;11;twRttMax;29
10.146.2.73;12;twRttMax;29
10.146.2.73;13;twRttMax;29
10.146.2.73;14;twRttMax;29
10.146.2.73;15;twRttMax;29
10.146.2.73;16;twRttMax;29
10.146.2.73;17;twRttMax;29
10.146.2.73;18;twRttMax;29
10.146.2.73;19;twRttMax;0
10.146.2.73;20;twRttMax;0
10.146.2.73;21;twRttMax;0
10.146.2.73;22;twRttMax;0
10.146.2.73;23;twRttMax;0
10.146.2.73;24;twRttMax;0
10.146.2.73;25;twRttMax;0
10.146.2.73;26;twRttMax;0
10.146.2.73;27;twRttMax;0
10.146.2.73;28;twRttMax;0
10.146.2.73;29;twRttMax;0
10.146.2.73;30;twRttMax;0
10.146.2.73;31;twRttMax;0
10.146.2.73;32;twRttMax;0
10.146.2.73;33;twRttMax;0
10.146.2.73;34;twRttMax;0
10.146.2.73;35;twRttMax;30
10.146.2.73;36;twRttMax;30
10.146.2.73;37;twRttMax;30
10.146.2.73;38;twRttMax;30
10.146.2.73;39;twRttMax;29
10.146.2.73;40;twRttMax;30
10.146.2.73;41;twRttMax;30
10.146.2.73;42;twRttMax;30
10.146.2.73;43;twRttMax;30
10.146.2.73;44;twRttMax;31
10.146.2.73;45;twRttMax;30
10.146.2.73;46;twRttMax;30
10.146.2.73;47;twRttMax;30
10.146.2.73;48;twRttMax;30
10.146.2.73;49;twRttMax;30
10.146.2.73;50;twRttMax;30
10.146.2.73;51;twRttMax;0
10.146.2.73;52;twRttMax;0
10.146.2.73;53;twRttMax;0
10.146.2.73;54;twRttMax;0
10.146.2.73;55;twRttMax;0
10.146.2.73;56;twRttMax;0
10.146.2.73;57;twRttMax;0
10.146.2.73;58;twRttMax;0
10.146.2.73;59;twRttMax;0
10.146.2.73;60;twRttMax;0
10.146.2.73;61;twRttMax;0
10.146.2.73;62;twRttMax;0
10.146.2.73;63;twRttMax;0
10.146.2.73;64;twRttMax;0
10.146.2.73;65;twRttMax;0
10.146.2.73;66;twRttMax;0
10.146.2.73;67;twRttMax;0
10.146.2.73;68;twRttMax;0
10.146.2.73;69;twRttMax;0
10.146.2.73;70;twRttMax;0
10.146.2.73;71;twRttMax;0
10.146.2.73;72;twRttMax;0
10.146.2.73;73;twRttMax;0
10.146.2.73;74;twRttMax;0
10.146.2.73;75;twRttMax;0
10.146.2.73;76;twRttMax;0
10.146.2.73;77;twRttMax;0
10.146.2.73;78;twRttMax;0
10.146.2.73;79;twRttMax;0
10.146.2.73;80;twRttMax;0
10.146.2.73;81;twRttMax;0
10.146.2.73;82;twRttMax;0
10.146.2.73;83;twRttMax;0
10.146.2.73;84;twRttMax;0
10.146.2.73;85;twRttMax;0
10.146.2.73;86;twRttMax;0
10.146.2.73;87;twRttMax;0
10.146.2.73;88;twRttMax;0
10.146.2.73;89;twRttMax;0
10.146.2.73;90;twRttMax;0
10.146.2.73;91;twRttMax;0
10.146.2.73;92;twRttMax;0
10.146.2.73;93;twRttMax;0
10.146.2.73;94;twRttMax;0
10.146.2.73;95;twRttMax;0
10.146.2.73;96;twRttMax;0
10.146.2.73;97;twRttMax;0
10.146.2.73;98;twRttMax;0
10.146.2.73;99;twRttMax;0
10.146.2.73;100;twRttMax;0
10.146.2.73;1;twRttvg;1
10.146.2.73;2;twRttvg;1
10.146.2.73;3;twRttvg;1
10.146.2.73;4;twRttvg;1
10.146.2.73;5;twRttvg;1
10.146.2.73;6;twRttvg;1
10.146.2.73;7;twRttvg;1
10.146.2.73;8;twRttvg;1
10.146.2.73;9;twRttvg;1
10.146.2.73;10;twRttvg;2
10.146.2.73;11;twRttvg;1
10.146.2.73;12;twRttvg;1
10.146.2.73;13;twRttvg;1
10.146.2.73;14;twRttvg;1
10.146.2.73;15;twRttvg;1
10.146.2.73;16;twRttvg;1
10.146.2.73;17;twRttvg;1
10.146.2.73;18;twRttvg;1
10.146.2.73;19;twRttvg;0
10.146.2.73;20;twRttvg;0
10.146.2.73;21;twRttvg;0
10.146.2.73;22;twRttvg;0
10.146.2.73;23;twRttvg;0
10.146.2.73;24;twRttvg;0
10.146.2.73;25;twRttvg;0
10.146.2.73;26;twRttvg;0
10.146.2.73;27;twRttvg;0
10.146.2.73;28;twRttvg;0
10.146.2.73;29;twRttvg;0
10.146.2.73;30;twRttvg;0
10.146.2.73;31;twRttvg;0
10.146.2.73;32;twRttvg;0
10.146.2.73;33;twRttvg;0
10.146.2.73;34;twRttvg;0
10.146.2.73;35;twRttvg;1
10.146.2.73;36;twRttvg;1
10.146.2.73;37;twRttvg;1
10.146.2.73;38;twRttvg;1
10.146.2.73;39;twRttvg;1
10.146.2.73;40;twRttvg;1
10.146.2.73;41;twRttvg;1
10.146.2.73;42;twRttvg;1
10.146.2.73;43;twRttvg;1
10.146.2.73;44;twRttvg;1
10.146.2.73;45;twRttvg;1
10.146.2.73;46;twRttvg;1
10.146.2.73;47;twRttvg;1
10.146.2.73;48;twRttvg;2
10.146.2.73;49;twRttvg;1
10.146.2.73;50;twRttvg;1
10.146.2.73;51;twRttvg;0
10.146.2.73;52;twRttvg;0
10.146.2.73;53;twRttvg;0
10.146.2.73;54;twRttvg;0
10.146.2.73;55;twRttvg;0
10.146.2.73;56;twRttvg;0
10.146.2.73;57;twRttvg;0
10.146.2.73;58;twRttvg;0
10.146.2.73;59;twRttvg;0
10.146.2.73;60;twRttvg;0
10.146.2.73;61;twRttvg;0
10.146.2.73;62;twRttvg;0
10.146.2.73;63;twRttvg;0
10.146.2.73;64;twRttvg;0
10.146.2.73;65;twRttvg;0
10.146.2.73;66;twRttvg;0
10.146.2.73;67;twRttvg;0
10.146.2.73;68;twRttvg;0
10.146.2.73;69;twRttvg;0
10.146.2.73;70;twRttvg;0
10.146.2.73;71;twRttvg;0
10.146.2.73;72;twRttvg;0
10.146.2.73;73;twRttvg;0
10.146.2.73;74;twRttvg;0
10.146.2.73;75;twRttvg;0
10.146.2.73;76;twRttvg;0
10.146.2.73;77;twRttvg;0
10.146.2.73;78;twRttvg;0
10.146.2.73;79;twRttvg;0
10.146.2.73;80;twRttvg;0
10.146.2.73;81;twRttvg;0
10.146.2.73;82;twRttvg;0
10.146.2.73;83;twRttvg;0
10.146.2.73;84;twRttvg;0
10.146.2.73;85;twRttvg;0
10.146.2.73;86;twRttvg;0
10.146.2.73;87;twRttvg;0
10.146.2.73;88;twRttvg;0
10.146.2.73;89;twRttvg;0
10.146.2.73;90;twRttvg;0
10.146.2.73;91;twRttvg;0
10.146.2.73;92;twRttvg;0
10.146.2.73;93;twRttvg;0
10.146.2.73;94;twRttvg;0
10.146.2.73;95;twRttvg;0
10.146.2.73;96;twRttvg;0
10.146.2.73;97;twRttvg;0
10.146.2.73;98;twRttvg;0
10.146.2.73;99;twRttvg;0
10.146.2.73;100;twRttvg;0
10.146.2.73;1;rttJitterMin;0
10.146.2.73;2;rttJitterMin;0
10.146.2.73;3;rttJitterMin;0
10.146.2.73;4;rttJitterMin;0
10.146.2.73;5;rttJitterMin;0
10.146.2.73;6;rttJitterMin;0
10.146.2.73;7;rttJitterMin;0
10.146.2.73;8;rttJitterMin;0
10.146.2.73;9;rttJitterMin;0
10.146.2.73;10;rttJitterMin;0
10.146.2.73;11;rttJitterMin;0
10.146.2.73;12;rttJitterMin;0
10.146.2.73;13;rttJitterMin;0
10.146.2.73;14;rttJitterMin;0
10.146.2.73;15;rttJitterMin;0
10.146.2.73;16;rttJitterMin;0
10.146.2.73;17;rttJitterMin;0
10.146.2.73;18;rttJitterMin;0
10.146.2.73;19;rttJitterMin;0
10.146.2.73;20;rttJitterMin;0
10.146.2.73;21;rttJitterMin;0
10.146.2.73;22;rttJitterMin;0
10.146.2.73;23;rttJitterMin;0
10.146.2.73;24;rttJitterMin;0
10.146.2.73;25;rttJitterMin;0
10.146.2.73;26;rttJitterMin;0
10.146.2.73;27;rttJitterMin;0
10.146.2.73;28;rttJitterMin;0
10.146.2.73;29;rttJitterMin;0
10.146.2.73;30;rttJitterMin;0
10.146.2.73;31;rttJitterMin;0
10.146.2.73;32;rttJitterMin;0
10.146.2.73;33;rttJitterMin;0
10.146.2.73;34;rttJitterMin;0
10.146.2.73;35;rttJitterMin;0
10.146.2.73;36;rttJitterMin;0
10.146.2.73;37;rttJitterMin;0
10.146.2.73;38;rttJitterMin;0
10.146.2.73;39;rttJitterMin;0
10.146.2.73;40;rttJitterMin;0
10.146.2.73;41;rttJitterMin;0
10.146.2.73;42;rttJitterMin;0
10.146.2.73;43;rttJitterMin;0
10.146.2.73;44;rttJitterMin;0
10.146.2.73;45;rttJitterMin;0
10.146.2.73;46;rttJitterMin;0
10.146.2.73;47;rttJitterMin;0
10.146.2.73;48;rttJitterMin;0
10.146.2.73;49;rttJitterMin;0
10.146.2.73;50;rttJitterMin;0
10.146.2.73;51;rttJitterMin;0
10.146.2.73;52;rttJitterMin;0
10.146.2.73;53;rttJitterMin;0
10.146.2.73;54;rttJitterMin;0
10.146.2.73;55;rttJitterMin;0
10.146.2.73;56;rttJitterMin;0
10.146.2.73;57;rttJitterMin;0
10.146.2.73;58;rttJitterMin;0
10.146.2.73;59;rttJitterMin;0
10.146.2.73;60;rttJitterMin;0
10.146.2.73;61;rttJitterMin;0
10.146.2.73;62;rttJitterMin;0
10.146.2.73;63;rttJitterMin;0
10.146.2.73;64;rttJitterMin;0
10.146.2.73;65;rttJitterMin;0
10.146.2.73;66;rttJitterMin;0
10.146.2.73;67;rttJitterMin;0
10.146.2.73;68;rttJitterMin;0
10.146.2.73;69;rttJitterMin;0
10.146.2.73;70;rttJitterMin;0
10.146.2.73;71;rttJitterMin;0
10.146.2.73;72;rttJitterMin;0
10.146.2.73;73;rttJitterMin;0
10.146.2.73;74;rttJitterMin;0
10.146.2.73;75;rttJitterMin;0
10.146.2.73;76;rttJitterMin;0
10.146.2.73;77;rttJitterMin;0
10.146.2.73;78;rttJitterMin;0
10.146.2.73;79;rttJitterMin;0
10.146.2.73;80;rttJitterMin;0
10.146.2.73;81;rttJitterMin;0
10.146.2.73;82;rttJitterMin;0
10.146.2.73;83;rttJitterMin;0
10.146.2.73;84;rttJitterMin;0
10.146.2.73;85;rttJitterMin;0
10.146.2.73;86;rttJitterMin;0
10.146.2.73;87;rttJitterMin;0
10.146.2.73;88;rttJitterMin;0
10.146.2.73;89;rttJitterMin;0
10.146.2.73;90;rttJitterMin;0
10.146.2.73;91;rttJitterMin;0
10.146.2.73;92;rttJitterMin;0
10.146.2.73;93;rttJitterMin;0
10.146.2.73;94;rttJitterMin;0
10.146.2.73;95;rttJitterMin;0
10.146.2.73;96;rttJitterMin;0
10.146.2.73;97;rttJitterMin;0
10.146.2.73;98;rttJitterMin;0
10.146.2.73;99;rttJitterMin;0
10.146.2.73;100;rttJitterMin;0
10.146.2.73;1;rttJitterMax;0
10.146.2.73;2;rttJitterMax;0
10.146.2.73;3;rttJitterMax;0
10.146.2.73;4;rttJitterMax;0
10.146.2.73;5;rttJitterMax;0
10.146.2.73;6;rttJitterMax;0
10.146.2.73;7;rttJitterMax;0
10.146.2.73;8;rttJitterMax;0
10.146.2.73;9;rttJitterMax;0
10.146.2.73;10;rttJitterMax;0
10.146.2.73;11;rttJitterMax;0
10.146.2.73;12;rttJitterMax;0
10.146.2.73;13;rttJitterMax;0
10.146.2.73;14;rttJitterMax;0
10.146.2.73;15;rttJitterMax;0
10.146.2.73;16;rttJitterMax;0
10.146.2.73;17;rttJitterMax;0
10.146.2.73;18;rttJitterMax;0
10.146.2.73;19;rttJitterMax;0
10.146.2.73;20;rttJitterMax;0
10.146.2.73;21;rttJitterMax;0
10.146.2.73;22;rttJitterMax;0
10.146.2.73;23;rttJitterMax;0
10.146.2.73;24;rttJitterMax;0
10.146.2.73;25;rttJitterMax;0
10.146.2.73;26;rttJitterMax;0
10.146.2.73;27;rttJitterMax;0
10.146.2.73;28;rttJitterMax;0
10.146.2.73;29;rttJitterMax;0
10.146.2.73;30;rttJitterMax;0
10.146.2.73;31;rttJitterMax;0
10.146.2.73;32;rttJitterMax;0
10.146.2.73;33;rttJitterMax;0
10.146.2.73;34;rttJitterMax;0
10.146.2.73;35;rttJitterMax;0
10.146.2.73;36;rttJitterMax;0
10.146.2.73;37;rttJitterMax;0
10.146.2.73;38;rttJitterMax;0
10.146.2.73;39;rttJitterMax;0
10.146.2.73;40;rttJitterMax;0
10.146.2.73;41;rttJitterMax;0
10.146.2.73;42;rttJitterMax;0
10.146.2.73;43;rttJitterMax;0
10.146.2.73;44;rttJitterMax;0
10.146.2.73;45;rttJitterMax;0
10.146.2.73;46;rttJitterMax;0
10.146.2.73;47;rttJitterMax;0
10.146.2.73;48;rttJitterMax;0
10.146.2.73;49;rttJitterMax;0
10.146.2.73;50;rttJitterMax;0
10.146.2.73;51;rttJitterMax;0
10.146.2.73;52;rttJitterMax;0
10.146.2.73;53;rttJitterMax;0
10.146.2.73;54;rttJitterMax;0
10.146.2.73;55;rttJitterMax;0
10.146.2.73;56;rttJitterMax;0
10.146.2.73;57;rttJitterMax;0
10.146.2.73;58;rttJitterMax;0
10.146.2.73;59;rttJitterMax;0
10.146.2.73;60;rttJitterMax;0
10.146.2.73;61;rttJitterMax;0
10.146.2.73;62;rttJitterMax;0
10.146.2.73;63;rttJitterMax;0
10.146.2.73;64;rttJitterMax;0
10.146.2.73;65;rttJitterMax;0
10.146.2.73;66;rttJitterMax;0
10.146.2.73;67;rttJitterMax;0
10.146.2.73;68;rttJitterMax;0
10.146.2.73;69;rttJitterMax;0
10.146.2.73;70;rttJitterMax;0
10.146.2.73;71;rttJitterMax;0
10.146.2.73;72;rttJitterMax;0
10.146.2.73;73;rttJitterMax;0
10.146.2.73;74;rttJitterMax;0
10.146.2.73;75;rttJitterMax;0
10.146.2.73;76;rttJitterMax;0
10.146.2.73;77;rttJitterMax;0
10.146.2.73;78;rttJitterMax;0
10.146.2.73;79;rttJitterMax;0
10.146.2.73;80;rttJitterMax;0
10.146.2.73;81;rttJitterMax;0
10.146.2.73;82;rttJitterMax;0
10.146.2.73;83;rttJitterMax;0
10.146.2.73;84;rttJitterMax;0
10.146.2.73;85;rttJitterMax;0
10.146.2.73;86;rttJitterMax;0
10.146.2.73;87;rttJitterMax;0
10.146.2.73;88;rttJitterMax;0
10.146.2.73;89;rttJitterMax;0
10.146.2.73;90;rttJitterMax;0
10.146.2.73;91;rttJitterMax;0
10.146.2.73;92;rttJitterMax;0
10.146.2.73;93;rttJitterMax;0
10.146.2.73;94;rttJitterMax;0
10.146.2.73;95;rttJitterMax;0
10.146.2.73;96;rttJitterMax;0
10.146.2.73;97;rttJitterMax;0
10.146.2.73;98;rttJitterMax;0
10.146.2.73;99;rttJitterMax;0
10.146.2.73;100;rttJitterMax;0
10.146.2.73;1;rttJitterAvg;0
10.146.2.73;2;rttJitterAvg;0
10.146.2.73;3;rttJitterAvg;0
10.146.2.73;4;rttJitterAvg;0
10.146.2.73;5;rttJitterAvg;0
10.146.2.73;6;rttJitterAvg;0
10.146.2.73;7;rttJitterAvg;0
10.146.2.73;8;rttJitterAvg;0
10.146.2.73;9;rttJitterAvg;0
10.146.2.73;10;rttJitterAvg;0
10.146.2.73;11;rttJitterAvg;0
10.146.2.73;12;rttJitterAvg;0
10.146.2.73;13;rttJitterAvg;0
10.146.2.73;14;rttJitterAvg;0
10.146.2.73;15;rttJitterAvg;0
10.146.2.73;16;rttJitterAvg;0
10.146.2.73;17;rttJitterAvg;0
10.146.2.73;18;rttJitterAvg;0
10.146.2.73;19;rttJitterAvg;0
10.146.2.73;20;rttJitterAvg;0
10.146.2.73;21;rttJitterAvg;0
10.146.2.73;22;rttJitterAvg;0
10.146.2.73;23;rttJitterAvg;0
10.146.2.73;24;rttJitterAvg;0
10.146.2.73;25;rttJitterAvg;0
10.146.2.73;26;rttJitterAvg;0
10.146.2.73;27;rttJitterAvg;0
10.146.2.73;28;rttJitterAvg;0
10.146.2.73;29;rttJitterAvg;0
10.146.2.73;30;rttJitterAvg;0
10.146.2.73;31;rttJitterAvg;0
10.146.2.73;32;rttJitterAvg;0
10.146.2.73;33;rttJitterAvg;0
10.146.2.73;34;rttJitterAvg;0
10.146.2.73;35;rttJitterAvg;0
10.146.2.73;36;rttJitterAvg;0
10.146.2.73;37;rttJitterAvg;0
10.146.2.73;38;rttJitterAvg;0
10.146.2.73;39;rttJitterAvg;0
10.146.2.73;40;rttJitterAvg;0
10.146.2.73;41;rttJitterAvg;0
10.146.2.73;42;rttJitterAvg;0
10.146.2.73;43;rttJitterAvg;0
10.146.2.73;44;rttJitterAvg;0
10.146.2.73;45;rttJitterAvg;0
10.146.2.73;46;rttJitterAvg;0
10.146.2.73;47;rttJitterAvg;0
10.146.2.73;48;rttJitterAvg;0
10.146.2.73;49;rttJitterAvg;0
10.146.2.73;50;rttJitterAvg;0
10.146.2.73;51;rttJitterAvg;0
10.146.2.73;52;rttJitterAvg;0
10.146.2.73;53;rttJitterAvg;0
10.146.2.73;54;rttJitterAvg;0
10.146.2.73;55;rttJitterAvg;0
10.146.2.73;56;rttJitterAvg;0
10.146.2.73;57;rttJitterAvg;0
10.146.2.73;58;rttJitterAvg;0
10.146.2.73;59;rttJitterAvg;0
10.146.2.73;60;rttJitterAvg;0
10.146.2.73;61;rttJitterAvg;0
10.146.2.73;62;rttJitterAvg;0
10.146.2.73;63;rttJitterAvg;0
10.146.2.73;64;rttJitterAvg;0
10.146.2.73;65;rttJitterAvg;0
10.146.2.73;66;rttJitterAvg;0
10.146.2.73;67;rttJitterAvg;0
10.146.2.73;68;rttJitterAvg;0
10.146.2.73;69;rttJitterAvg;0
10.146.2.73;70;rttJitterAvg;0
10.146.2.73;71;rttJitterAvg;0
10.146.2.73;72;rttJitterAvg;0
10.146.2.73;73;rttJitterAvg;0
10.146.2.73;74;rttJitterAvg;0
10.146.2.73;75;rttJitterAvg;0
10.146.2.73;76;rttJitterAvg;0
10.146.2.73;77;rttJitterAvg;0
10.146.2.73;78;rttJitterAvg;0
10.146.2.73;79;rttJitterAvg;0
10.146.2.73;80;rttJitterAvg;0
10.146.2.73;81;rttJitterAvg;0
10.146.2.73;82;rttJitterAvg;0
10.146.2.73;83;rttJitterAvg;0
10.146.2.73;84;rttJitterAvg;0
10.146.2.73;85;rttJitterAvg;0
10.146.2.73;86;rttJitterAvg;0
10.146.2.73;87;rttJitterAvg;0
10.146.2.73;88;rttJitterAvg;0
10.146.2.73;89;rttJitterAvg;0
10.146.2.73;90;rttJitterAvg;0
10.146.2.73;91;rttJitterAvg;0
10.146.2.73;92;rttJitterAvg;0
10.146.2.73;93;rttJitterAvg;0
10.146.2.73;94;rttJitterAvg;0
10.146.2.73;95;rttJitterAvg;0
10.146.2.73;96;rttJitterAvg;0
10.146.2.73;97;rttJitterAvg;0
10.146.2.73;98;rttJitterAvg;0
10.146.2.73;99;rttJitterAvg;0
10.146.2.73;100;rttJitterAvg;0
10.146.2.73;1;rttDubPkt;0
10.146.2.73;2;rttDubPkt;0
10.146.2.73;3;rttDubPkt;0
10.146.2.73;4;rttDubPkt;0
10.146.2.73;5;rttDubPkt;0
10.146.2.73;6;rttDubPkt;0
10.146.2.73;7;rttDubPkt;0
10.146.2.73;8;rttDubPkt;0
10.146.2.73;9;rttDubPkt;0
10.146.2.73;10;rttDubPkt;0
10.146.2.73;11;rttDubPkt;0
10.146.2.73;12;rttDubPkt;0
10.146.2.73;13;rttDubPkt;0
10.146.2.73;14;rttDubPkt;0
10.146.2.73;15;rttDubPkt;0
10.146.2.73;16;rttDubPkt;0
10.146.2.73;17;rttDubPkt;0
10.146.2.73;18;rttDubPkt;0
10.146.2.73;19;rttDubPkt;0
10.146.2.73;20;rttDubPkt;0
10.146.2.73;21;rttDubPkt;0
10.146.2.73;22;rttDubPkt;0
10.146.2.73;23;rttDubPkt;0
10.146.2.73;24;rttDubPkt;0
10.146.2.73;25;rttDubPkt;0
10.146.2.73;26;rttDubPkt;0
10.146.2.73;27;rttDubPkt;0
10.146.2.73;28;rttDubPkt;0
10.146.2.73;29;rttDubPkt;0
10.146.2.73;30;rttDubPkt;0
10.146.2.73;31;rttDubPkt;0
10.146.2.73;32;rttDubPkt;0
10.146.2.73;33;rttDubPkt;0
10.146.2.73;34;rttDubPkt;0
10.146.2.73;35;rttDubPkt;0
10.146.2.73;36;rttDubPkt;0
10.146.2.73;37;rttDubPkt;0
10.146.2.73;38;rttDubPkt;0
10.146.2.73;39;rttDubPkt;0
10.146.2.73;40;rttDubPkt;0
10.146.2.73;41;rttDubPkt;0
10.146.2.73;42;rttDubPkt;0
10.146.2.73;43;rttDubPkt;0
10.146.2.73;44;rttDubPkt;0
10.146.2.73;45;rttDubPkt;0
10.146.2.73;46;rttDubPkt;0
10.146.2.73;47;rttDubPkt;0
10.146.2.73;48;rttDubPkt;0
10.146.2.73;49;rttDubPkt;0
10.146.2.73;50;rttDubPkt;0
10.146.2.73;51;rttDubPkt;0
10.146.2.73;52;rttDubPkt;0
10.146.2.73;53;rttDubPkt;0
10.146.2.73;54;rttDubPkt;0
10.146.2.73;55;rttDubPkt;0
10.146.2.73;56;rttDubPkt;0
10.146.2.73;57;rttDubPkt;0
10.146.2.73;58;rttDubPkt;0
10.146.2.73;59;rttDubPkt;0
10.146.2.73;60;rttDubPkt;0
10.146.2.73;61;rttDubPkt;0
10.146.2.73;62;rttDubPkt;0
10.146.2.73;63;rttDubPkt;0
10.146.2.73;64;rttDubPkt;0
10.146.2.73;65;rttDubPkt;0
10.146.2.73;66;rttDubPkt;0
10.146.2.73;67;rttDubPkt;0
10.146.2.73;68;rttDubPkt;0
10.146.2.73;69;rttDubPkt;0
10.146.2.73;70;rttDubPkt;0
10.146.2.73;71;rttDubPkt;0
10.146.2.73;72;rttDubPkt;0
10.146.2.73;73;rttDubPkt;0
10.146.2.73;74;rttDubPkt;0
10.146.2.73;75;rttDubPkt;0
10.146.2.73;76;rttDubPkt;0
10.146.2.73;77;rttDubPkt;0
10.146.2.73;78;rttDubPkt;0
10.146.2.73;79;rttDubPkt;0
10.146.2.73;80;rttDubPkt;0
10.146.2.73;81;rttDubPkt;0
10.146.2.73;82;rttDubPkt;0
10.146.2.73;83;rttDubPkt;0
10.146.2.73;84;rttDubPkt;0
10.146.2.73;85;rttDubPkt;0
10.146.2.73;86;rttDubPkt;0
10.146.2.73;87;rttDubPkt;0
10.146.2.73;88;rttDubPkt;0
10.146.2.73;89;rttDubPkt;0
10.146.2.73;90;rttDubPkt;0
10.146.2.73;91;rttDubPkt;0
10.146.2.73;92;rttDubPkt;0
10.146.2.73;93;rttDubPkt;0
10.146.2.73;94;rttDubPkt;0
10.146.2.73;95;rttDubPkt;0
10.146.2.73;96;rttDubPkt;0
10.146.2.73;97;rttDubPkt;0
10.146.2.73;98;rttDubPkt;0
10.146.2.73;99;rttDubPkt;0
10.146.2.73;100;rttDubPkt;0
10.146.2.73;1;rttOutSec.sd;0
10.146.2.73;2;rttOutSec.sd;0
10.146.2.73;3;rttOutSec.sd;0
10.146.2.73;4;rttOutSec.sd;0
10.146.2.73;5;rttOutSec.sd;0
10.146.2.73;6;rttOutSec.sd;0
10.146.2.73;7;rttOutSec.sd;0
10.146.2.73;8;rttOutSec.sd;0
10.146.2.73;9;rttOutSec.sd;0
10.146.2.73;10;rttOutSec.sd;0
10.146.2.73;11;rttOutSec.sd;0
10.146.2.73;12;rttOutSec.sd;0
10.146.2.73;13;rttOutSec.sd;0
10.146.2.73;14;rttOutSec.sd;0
10.146.2.73;15;rttOutSec.sd;0
10.146.2.73;16;rttOutSec.sd;0
10.146.2.73;17;rttOutSec.sd;0
10.146.2.73;18;rttOutSec.sd;0
10.146.2.73;19;rttOutSec.sd;0
